|FPP|Entry
17583|didasculo|didasculo, didasculare, didasculavi, didasculatus v
17584|didasculus|didasculus, didasculi n
17585|dido|dido, didere, dididi, diditus v
17586|Dido|Dido, Didonis n
17587|didrachm|didrachm, didrachmatis n
17588|didrachma|didrachma, didrachmae n
17589|didrachmon|didrachmon, didrachmi n
17590|didragma|didragma, didragmae n
17591|didragmon|didragmon, didragmi n
17592|diduco|diduco, diducere, diduxi, diductus v
17593|diduco|diduco, diducere, diduxi, diductus v
17594|diductio|diductio, diductionis n
17595|Didymus|Didymus, Didymi n
17596|diecula|diecula, dieculae n
17597|dierectus|dierectus, dierecta, dierectum adj
17598|dies|dies, diei n
17599|dies|dies, diei n
17600|diesis|diesis, diesis n
17601|dieteris|dieteris, dieteridis n
17602|dietim|dietim adv
17603|diezeugmenon|diezeugmenon, diezeugmeni n
17604|diezeugmenos|diezeugmenos, diezeugmene, diezeugmenon adj
17605|diezeuxis|diezeuxis, diezeuxos/is n
17606|diffamatio|diffamatio, diffamationis n
17607|diffamatus|diffamatus, diffamata adj
17608|diffamia|diffamia, diffamiae n
17609|diffamo|diffamo, diffamare, diffamavi, diffamatus v
17610|diffarreatio|diffarreatio, diffarreationis n
17611|diffensus|diffensus, diffensa, diffensum adj
17612|differens|differens, differentis n
17613|differens|differens, differentis adj
17614|differenter|differenter, differentius, differentissime adv
17615|differentia|differentia, differentiae n
17616|differentialis|differentialis, differentialis, differentiale adj
17617|differitas|differitas, differitatis n
17618|differo|differo, differre, distuli, dilatus v
17619|differo|differo, differre, distuli, dilatus v
17620|differtus|differtus, differta, differtum adj
17621|diffibulo|diffibulo, diffibulare, diffibulavi, diffibulatus v
17622|difficile|difficile adv
17623|difficilis|difficilis, difficile, difficilior adj
17624|difficilis|difficilis, difficile, difficilior adj
17625|difficiliter|difficiliter, difficilius, difficillime adv
17626|difficultas|difficultas, difficultatis n
17627|difficulter|difficulter adv
17628|diffidens|diffidens, diffidentis adj
17629|diffidenter|diffidenter, diffidentius, diffidentissime adv
17630|diffidentia|diffidentia, diffidentiae n
17631|diffido|diffido, diffidere, diffisus v
17632|diffindo|diffindo, diffindere, diffidi, diffissus v
17633|diffingo|diffingo, diffingere, diffinxi, diffictus v
17634|diffinio|diffinio, diffinire, diffinivi, diffinitus v
17635|diffinitio|diffinitio, diffinitionis n
17636|diffinitio|diffinitio, diffinitionis n
17637|diffinitio|diffinitio, diffinitionis n
17638|diffissio|diffissio, diffissionis n
17639|diffiteor|diffiteor, diffiteri, - v
17640|difflagito|difflagito, difflagitare, difflagitavi, difflagitatus v
17641|difflatus|difflatus, difflata, difflatum adj
17642|diffleo|diffleo, difflere, difflevi, diffletus v
17643|diffletus|diffletus, diffleta, diffletum adj
17644|difflo|difflo, difflare, difflavi, difflatus v
17645|diffluo|diffluo, diffluere, diffluxi, diffluctus v
17646|diffluus|diffluus, difflua, diffluum adj
17647|diffluvio|diffluvio, diffluviare, diffluviavi, diffluviatus v
17648|diffluxio|diffluxio, diffluxionis n
17649|difformatas|difformatas, difformatatis n
17650|diffors|diffors, (gen.), diffortis adj
17651|diffringo|diffringo, diffringare, diffregi, diffractus v
17652|diffugio|diffugio, diffugere, diffugi, diffugitus v
17653|diffugium|diffugium, diffugii n
17654|diffugo|diffugo, diffugare, diffugavi, diffugatus v
17655|diffulguro|diffulguro, diffulgurare, diffulguravi, diffulguratus v
17656|diffulmino|diffulmino, diffulminare, diffulminavi, diffulminatus v
17657|diffumigo|diffumigo, diffumigare, diffumigavi, diffumigatus v
17658|diffundito|diffundito, diffunditare, diffunditavi, diffunditatus v
17659|diffundo|diffundo, diffundere, diffundi, diffusus v
17660|diffundo|diffundo, diffundere, diffundi, diffusus v
17661|diffuse|diffuse, diffusius, diffusissime adv
17662|diffusilis|diffusilis, diffusilis, diffusile adj
17663|diffusio|diffusio, diffusionis n
17664|diffusio|diffusio, diffusionis n
17665|diffusor|diffusor, diffusoris n
17666|diffusus|diffusus, diffusa adj
17667|diffutuo|diffutuo, diffutuere, diffutui, diffututus v
17668|diffututus|diffututus, diffututa, diffututum adj
17669|difringo|difringo, difringare, difregi, difractus v
17670|digamia|digamia, digamiae n
17671|digamma|digamma, digammatis n
17672|digammon|digammon, digammi n
17673|digammos|digammos, digammi n
17674|digammus|digammus, digammi n
17675|digamus|digamus, digama, digamum adj
17676|digeries|digeries, digeriei n
17677|digero|digero, digerere, digessi, digestus v
17678|digero|digero, digerere, digessi, digestus v
17679|digero|digero, digerere, digessi, digestus v
17680|digestibilis|digestibilis, digestibilis, digestibile adj
17681|digestilis|digestilis, digestilis, digestile adj
17682|digestim|digestim adv
17683|digestio|digestio, digestionis n
17684|digestio|digestio, digestionis n
17685|digestivus|digestivus, digestiva, digestivum adj
17686|digestorius|digestorius, digestoria, digestorium adj
17687|digestum|digestum, digesti n
17688|digestus|digestus, digesta, digestum adj
17689|digestus|digestus, digesta, digestum adj
17690|digestus|digestus, digestus n
17691|digitabulum|digitabulum, digitabuli n
17692|digitalis|digitalis, digitalis, digitale adj
17693|digitatus|digitatus, digitata, digitatum adj
17694|digitellum|digitellum, digitelli n
17695|digitellus|digitellus, digitelli n
17696|digitillum|digitillum, digitilli n
17697|digitillus|digitillus, digitilli n
17698|digitulus|digitulus, digituli n
17699|digitus|digitus, digiti n
17700|digladiabilis|digladiabilis, digladiabilis, digladiabile adj
17701|digladior|digladior, digladiari, digladiatus v
17702|diglossos|diglossos, diglossi n
17703|digma|digma, digmatis n
17704|dignabilis|dignabilis, dignabilis, dignabile adj
17705|dignans|dignans, dignantis adj
17706|dignanter|dignanter adv
17707|dignatio|dignatio, dignationis n
17708|digne|digne, dignius, dignissime adv
17709|dignitas|dignitas, dignitatis n
17710|dignitas|dignitas, dignitatis n
17711|dignitos|dignitos, (gen.), dignitosis adj
17712|dignitoss|dignitoss, (gen.), dignitossis adj
17713|digno|digno adv
17714|digno|digno, dignare, dignavi, dignatus v
17715|dignor|dignor, dignari, dignatus v
17716|dignoro|dignoro, dignorare, dignoravi, dignoratus v
17717|dignoscentia|dignoscentia, dignoscentiae n
17718|dignosco|dignosco, dignoscere, dignovi, dignotus v
17719|dignum|dignum, digni n
17720|dignus|dignus, digna adj
17721|digrassor|digrassor, digrassari, digrassatus v
17722|digredior|digredior, digredi, digressus v
17723|digressio|digressio, digressionis n
17724|digressio|digressio, digressionis n
17725|digressivus|digressivus, digressiva, digressivum adj
17726|digressus|digressus, digressus n
17727|digressus|digressus, digressus n
17728|digrunnio|digrunnio, digrunnire, -, - v
17729|dihesis|dihesis, dihesis n
17730|dii|dii n
17731|dii|dii n
17732|diiambus|diiambus, diiambi n
17733|diis|diis n
17734|diis|diis n
17735|Dijovis|Dijovis, Dijovis n
17736|dijudicatio|dijudicatio, dijudicationis n
17737|dijudicatrix|dijudicatrix, dijudicatricis n
17738|dijudico|dijudico, dijudicare, dijudicavi, dijudicatus v
17739|dijugatio|dijugatio, dijugationis n
17740|dijugo|dijugo, dijugare, dijugavi, dijugatus v
17741|dijuncte|dijuncte, dijunctius, dijunctissime adv
17742|dijunctim|dijunctim adv
17743|dijunctio|dijunctio, dijunctionis n
17744|dijunctivus|dijunctivus, dijunctiva, dijunctivum adj
17745|dijunctus|dijunctus, dijuncta adj
17746|dijungo|dijungo, dijungere, dijunxi, dijunctus v
17747|dikerion|dikerion, dikerii n
17748|dikerium|dikerium, dikerii n
17749|dilabidus|dilabidus, dilabida, dilabidum adj
17750|dilabor|dilabor, dilabi, dilapsus v
17751|dilabor|dilabor, dilabi, dilapsus v
17752|dilabor|dilabor, dilabi, dilapsus v
17753|dilaceratio|dilaceratio, dilacerationis n
17754|dilacero|dilacero, dilacerare, dilaceravi, dilaceratus v
17755|dilamino|dilamino, dilaminare, dilaminavi, dilaminatus v
17756|dilancinatus|dilancinatus, dilancinata, dilancinatum adj
17757|dilanio|dilanio, dilaniare, dilaniavi, dilaniatus v
17758|dilapidatio|dilapidatio, dilapidationis n
17759|dilapidator|dilapidator, dilapidatoris n
17760|dilapido|dilapido, dilapidare, dilapidavi, dilapidatus v
17761|dilapido|dilapido, dilapidare, dilapidavi, dilapidatus v
17762|dilapsio|dilapsio, dilapsionis n
17763|dilargio|dilargio, dilargire, dilargivi, dilargitus v
17764|dilargior|dilargior, dilargiri, dilargitus v
17765|dilargitor|dilargitor, dilargitoris n
17766|dilargus|dilargus, dilarga adj
17767|dilatatio|dilatatio, dilatationis n
17768|dilatator|dilatator, dilatatoris n
17769|dilatatus|dilatatus, dilatata, dilatatum adj
17770|dilatio|dilatio, dilationis n
17771|dilato|dilato, dilatare, dilatavi, dilatatus v
17772|dilato|dilato, dilatare, dilatavi, dilatatus v
17773|dilator|dilator, dilatoris n
17774|dilatorius|dilatorius, dilatoria, dilatorium adj
17775|dilatura|dilatura, dilaturae n
17776|dilaudo|dilaudo, dilaudare, dilaudavi, dilaudatus v
17777|dilaxo|dilaxo, dilaxare, dilaxavi, dilaxatus v
17778|dilectator|dilectator, dilectatoris n
17779|dilectio|dilectio, dilectionis n
17780|dilector|dilector, dilectoris n
17781|dilectus|dilectus, dilecta adj
17782|dilectus|dilectus, dilecti n
17783|dilectus|dilectus, dilectus n
17784|dilectus|dilectus, dilectus n
17785|dilemma|dilemma, dilemmatis n
17786|dilexio|dilexio, dilexionis n
17787|dilibuo|dilibuo, dilibuere, dilibui, dilibutus v
17788|dilibutus|dilibutus, dilibuta, dilibutum adj
17789|diliculum|diliculum, diliculi n
17790|dilido|dilido, dilidere, -, - v
17791|diligens|diligens, diligentis adj
17792|diligens|diligens, diligentis adj
17793|diligenter|diligenter, diligentius, diligentissime adv
17794|diligentia|diligentia, diligentiae n
17795|diligibilis|diligibilis, diligibilis, diligibile adj
17796|diligo|diligo, diligare, diligavi, diligatus v
17797|diligo|diligo, diligere, dilexi, dilectus v
17798|dilinio|dilinio, diliniare, dilinavi, dilinatus v
17799|dilitatio|dilitatio, dilitationis n
17800|dilogia|dilogia, dilogiae n
17801|dilorico|dilorico, diloricare, diloricavi, diloricatus v
17802|diloris|diloris, diloris, dilore adj
17803|diluceo|diluceo, dilucere, diluxi, - v
17804|dilucesco|dilucesco, dilucescere, diluxi, - v
17805|dilucidatio|dilucidatio, dilucidationis n
17806|dilucide|dilucide, dilucidius, dilucidissime adv
17807|dilucidus|dilucidus, dilucida adj
17808|diluculat|diluculat, diluculare, diluculavit, diluculatus v
17809|diluculo|diluculo adv
17810|diluculum|diluculum, diluculi n
17811|diludium|diludium, diludii n
17812|diluo|diluo, diluere, dilui, dilutus v
17813|diluo|diluo, diluere, dilui, dilutus v
17814|diluo|diluo, diluere, dilui, dilutus v
17815|dilute|dilute adv
17816|dilutum|dilutum, diluti n
17817|dilutus|dilutus, diluta, dilutum adj
17818|diluvialis|diluvialis, diluvialis, diluviale adj
17819|diluvies|diluvies, diluviei n
17820|diluvio|diluvio, diluviare, diluviavi, diluviatus v
17821|diluvio|diluvio, diluvionis n
17822|diluvium|diluvium, diluvi(i) n
17823|dimacha|dimacha, dimachae n
17824|dimachaerus|dimachaerus, dimachaera, dimachaerum adj
17825|dimachaerus|dimachaerus, dimachaeri n
17826|dimadesco|dimadesco, dimadescere, dimadui, - v
17827|dimano|dimano, dimanare, dimanavi, dimanatus v
17828|dimensio|dimensio, dimensionis n
17829|dimensio|dimensio, dimensionis n
17830|dimensus|dimensus, dimensa, dimensum adj
17831|dimeter|dimeter, dimetra, dimetrum adj
17832|dimeterus|dimeterus, dimetri n
17833|dimetiens|dimetiens, dimetientis n
17834|dimetior|dimetior, dimetiri, dimensus v
17835|dimeto|dimeto, dimetare, dimetavi, dimetatus v
17836|dimetor|dimetor, dimetari, dimetatus v
17837|dimetr|dimetr, dimetra, dimetrum adj
17838|dimetria|dimetria, dimetriae n
17839|dimetros|dimetros, dimetri n
17840|dimicatio|dimicatio, dimicationis n
17841|dimico|dimico, dimicare, dimicavi, dimicatus v
17842|dimico|dimico, dimicare, dimicui, dimicatus v
17843|dimidia|dimidia, dimidiae n
17844|dimidiatio|dimidiatio, dimidiationis n
17845|dimidiatus|dimidiatus, dimidiata, dimidiatum adj
17846|dimidietas|dimidietas, dimidietatis n
17847|dimidio|dimidio, dimidiare, dimidiavi, dimidiatus v
17848|dimidium|dimidium, dimidii adj
17849|dimidius|dimidius, dimidia, dimidium adj
17850|diminuo|diminuo, diminuere, diminui, diminutus v
17851|diminutio|diminutio, diminutionis n
17852|diminutivum|diminutivum, diminutivi n
17853|dimissio|dimissio, dimissionis n
17854|dimissio|dimissio, dimissionis n
17855|dimissor|dimissor, dimissoris n
17856|dimissorialis|dimissorialis, dimissorialis, dimissoriale adj
17857|dimissorius|dimissorius, dimissoria, dimissorium adj
17858|dimissus|dimissus, dimissi n
17859|dimitto|dimitto, dimittere, dimisi, dimissus v
17860|dimitto|dimitto, dimittere, dimisi, dimissus v
17861|dimitto|dimitto, dimittere, dimisi, dimissus v
17862|dimitto|dimitto, dimittere, dimisi, dimissus v
17863|dimminuo|dimminuo, dimminuere, dimminui, dimminutus v
17864|dimolio|dimolio, dimolire, dimolivi, dimolitus v
17865|dimolior|dimolior, dimoliri, dimolitus v
17866|dimoveo|dimoveo, dimovere, dimovi, dimotus v
17867|dimoveo|dimoveo, dimovere, dimovi, dimotus v
17868|dine|dine, dines n
17869|dinosaurus|dinosaurus, dinosauri n
17870|dinosco|dinosco, dinoscere, dinovi, dinotus v
17871|dinoto|dinoto, dinotare, dinotavi, dinotatus v
17872|dinumerabilis|dinumerabilis, dinumerabilis, dinumerabile adj
17873|dinumeratio|dinumeratio, dinumerationis n
17874|dinumerator|dinumerator, dinumeratoris n
17875|dinumero|dinumero, dinumerare, dinumeravi, dinumeratus v
17876|dinummium|dinummium, dinummii n
17877|dinuptila|dinuptila, dinuptilae n
17878|dinus|dinus, dina, dinum adj
17879|diobolaris|diobolaris, diobolaris, diobolare adj
17880|dioces|dioces, diocesos/is n
17881|diocesanus|diocesanus, diocesana, diocesanum adj
17882|diocesis|diocesis, diocesis n
17883|Diocletianus|Diocletianus, Diocletiani n
17884|dioeces|dioeces, dioeceos/is n
17885|dioecesanus|dioecesanus, dioecesana, dioecesanum adj
17886|dioecesis|dioecesis, dioecesis n
17887|dioecetes|dioecetes, dioecetae n
17888|diogmita|diogmita, diogmitae n
17889|dionymus|dionymus, dionyma, dionymum adj
17890|Dionysius|Dionysius, Dionysi(i) n
17891|dionysonymphas|dionysonymphas, dionysonymphados/is n
17892|Dionysus|Dionysus, Dionysi n
17893|diopetes|diopetes, diopetes, diopetes adj
17894|diopetes|diopetes, diopetis n
17895|dioptra|dioptra, dioptrae n
17896|dioptrica|dioptrica, dioptricae n
17897|dioryx|dioryx, diorygis n
17898|dioryz|dioryz, diorigis n
17899|dioryz|dioryz, diorygis n
17900|diota|diota, diotae n
17901|Diovis|Diovis, Diovis n
17902|diox|diox, diocis n
17903|diphryges|diphryges, diphryges, diphryges adj
17904|diphryges|diphryges, diphrygis n
17905|diphthongus|diphthongus, diphthongi n
17906|diphyes|diphyes, diphyis n
17907|diplangium|diplangium, diplangii n
17908|diplasius|diplasius, diplasia, diplasium adj
17909|diplinthius|diplinthius, diplinthia, diplinthium adj
17910|diplois|diplois, diploidis n
17911|diploma|diploma, diplomatis n
17912|diploma|diploma, diplomatis n
